,bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
3816,t,e,2.0108660990000002,f,f,e,f,p,b,c,d,n,v,o,13.71393549,p,n,g,p,7.824638105,b,t,s,s,w,p
3817,t,g,7.0770515860000005,f,f,e,f,w,b,c,d,n,v,o,10.92115677,p,k,w,w,12.34174096,b,t,s,s,w,p
3818,t,g,,f,y,e,f,n,b,c,d,n,v,o,10.59165962,p,k,w,w,6.7104079279999995,b,t,s,s,w,p
3819,t,e,10.2777983,f,y,e,f,p,b,c,d,n,y,o,3.5677043310000003,p,n,g,w,15.15626124,b,t,s,s,w,p
3820,t,e,9.270933588,f,y,e,f,u,b,c,d,n,v,o,10.6061287,p,k,w,w,23.91505144,b,t,s,s,w,p
3821,t,g,12.41156721,x,f,e,f,n,b,c,d,n,y,o,3.624203493,p,n,w,p,25.25253958,b,t,s,s,w,p
3822,f,g,7.296332705,x,f,p,f,g,b,c,d,f,y,o,13.19844168,l,h,n,p,19.26542683,b,e,k,k,w,p
3823,t,n,8.422701772,x,y,e,f,u,b,c,d,n,y,o,4.913067591,p,n,g,p,4.467367766000001,b,t,s,s,w,p
3824,t,e,7.309757977,f,y,e,f,u,b,c,d,n,y,o,8.588772293,p,k,w,p,9.95333207,b,t,s,s,w,p
3825,t,e,11.1403921,f,f,e,f,n,b,c,d,n,y,o,5.769492916,p,k,p,w,19.0451843,b,t,s,s,w,p
3826,f,w,7.25568842,x,f,p,f,n,n,c,d,c,v,o,11.03199125,p,k,w,w,8.640938039,b,e,s,s,w,p
3827,t,e,12.11394584,f,y,e,f,p,b,c,d,n,y,o,9.162782035,p,k,g,p,21.91614935,b,t,s,s,w,p
3828,t,g,10.45460507,f,y,e,f,p,b,c,d,n,y,o,2.26942726,p,n,w,w,6.43274022,b,t,s,s,w,p
3829,f,g,1.666269955,x,f,p,f,p,b,c,g,f,y,o,7.204296547999999,l,h,n,b,12.55205829,b,e,k,k,w,p
3830,t,g,4.037611408,f,y,e,f,n,b,c,d,n,y,o,7.719598031,p,n,p,w,21.01001661,b,t,s,s,w,p
3831,f,w,12.73594092,x,s,p,f,n,n,w,d,c,v,o,8.585904853999999,p,k,w,w,19.43289609,b,e,s,s,w,p
3832,t,e,12.39509274,f,f,e,f,n,b,c,d,n,v,o,3.0147813169999997,p,k,p,p,20.12825875,b,t,s,s,w,p
3833,f,w,4.319066225,x,s,p,f,n,n,c,d,c,s,o,5.128564867,p,k,w,w,4.811905017,b,e,s,s,w,p
3834,f,g,8.38953098,x,f,p,f,g,b,c,d,f,v,o,6.042812856,l,h,p,p,5.87774325,b,e,k,k,w,p
3835,f,g,8.539169998,x,f,p,f,h,b,c,d,f,y,o,6.294429217,l,h,b,p,13.33492657,b,e,k,k,w,p
3836,t,g,7.468196622000001,f,y,e,f,u,b,c,d,n,v,o,10.16931111,p,n,g,g,2.668588795,b,t,s,s,w,p
3837,t,g,9.76238387,f,y,e,f,p,b,c,d,n,v,o,10.34748325,p,n,w,g,17.00462573,b,t,s,s,w,p
3838,t,e,5.017114587,f,y,e,f,p,b,c,d,n,y,o,10.92160846,p,n,p,w,19.20538065,b,t,s,s,w,p
3839,t,e,8.166652588,f,y,e,f,p,b,c,d,n,y,o,8.59278608,p,k,w,g,12.71278427,b,t,s,s,w,p
3840,f,g,9.695205462,x,f,p,f,h,b,c,p,f,v,o,12.93824237,l,h,b,n,19.33646525,b,e,k,k,w,p
3841,t,e,6.456148122,f,f,e,f,u,b,c,d,n,y,o,6.074659474,p,n,p,w,21.70158055,b,t,s,s,w,p
3842,t,e,10.69409233,f,f,e,f,n,b,c,d,n,y,o,10.44296576,p,k,g,p,25.06743823,b,t,s,s,w,p
3843,f,g,3.6311902760000003,x,y,p,f,g,b,c,g,f,v,o,13.35020743,l,h,n,n,23.33307786,b,e,k,k,w,p
3844,t,e,2.229112674,f,f,e,f,u,b,c,d,n,y,o,4.289797613,p,k,w,g,20.47731308,b,t,s,s,w,p
3845,f,g,3.866733516,x,f,p,f,p,n,w,d,c,s,o,6.142926476,p,n,w,w,9.780924134,b,e,s,s,w,p
3846,t,g,5.9047104479999994,f,y,e,f,u,b,c,d,n,y,o,1.5692406380000001,p,k,g,w,7.0441092460000005,b,t,s,s,w,p
3847,t,e,2.423949619,f,y,e,f,w,b,c,d,n,y,o,13.51454569,p,n,g,g,17.13351775,b,t,s,s,w,p
3848,t,e,4.7554615810000005,f,y,e,f,n,b,c,d,n,y,o,7.915010758999999,p,n,p,w,10.60540207,b,t,s,s,w,p
3849,t,g,2.564551798,f,y,e,f,w,b,c,d,n,y,o,8.824235507000001,p,k,w,p,18.12393076,b,t,s,s,w,p
3850,t,e,2.29085249,x,f,e,f,n,b,c,d,n,y,o,8.666196214,p,n,w,w,17.57915373,b,t,s,s,w,p
3851,t,g,6.823602611,f,y,e,f,u,b,c,d,n,y,o,13.25409942,p,k,p,w,21.71252836,b,t,s,s,w,p
3852,f,p,3.2324832389999996,x,s,p,f,p,n,c,d,c,s,o,5.880978194,p,k,w,w,19.97075095,b,e,s,s,w,p
3853,t,n,2.77802751,f,y,e,f,u,b,c,d,n,v,o,9.072117666,p,n,w,p,11.46962009,b,t,s,s,w,p
3854,f,g,11.0648362,x,f,p,f,p,b,c,g,f,y,o,7.742243449,l,h,b,n,9.313846745,b,e,k,k,w,p
3855,t,e,8.996863471000001,f,y,e,f,n,b,c,d,n,v,o,3.952667434,p,k,w,p,2.3305189790000003,b,t,s,s,w,p
3856,t,g,4.590660756,f,y,e,f,w,b,c,d,n,v,o,5.74510372,p,n,g,w,6.799964335,b,t,s,s,w,p
3857,t,e,12.921605900000001,f,f,e,f,n,b,c,d,n,v,o,11.05652541,p,n,p,g,7.252690351,b,t,s,s,w,p
3858,f,w,10.04281887,x,s,p,f,u,n,w,d,c,v,o,2.932884094,p,n,w,w,14.35516434,b,e,s,s,w,p
3859,f,w,7.727055955,x,f,p,f,n,n,w,d,c,v,o,4.026774898,p,n,w,w,8.452231204,b,e,s,s,w,p
3860,t,n,6.046249181,x,y,e,f,n,b,c,d,n,v,o,10.06438726,p,n,w,w,17.21921926,b,t,s,s,w,p
3861,t,e,2.413005206,f,f,e,f,w,b,c,d,n,v,o,8.347473016,p,k,p,g,22.01000038,b,t,s,s,w,p
3862,t,e,2.349138183,f,y,e,f,w,b,c,d,n,v,o,6.208971298,p,k,g,p,18.20001398,b,t,s,s,w,p
3863,t,g,9.356201791,x,y,e,f,u,b,c,d,n,y,o,2.86968264,p,n,g,p,22.82427939,b,t,s,s,w,p
3864,f,g,9.391207479,x,f,p,f,p,b,c,d,f,v,o,1.931752291,l,h,n,p,12.11079922,b,e,k,k,w,p
3865,f,w,2.496286834,x,f,p,f,n,n,w,d,c,v,o,9.882019349,p,k,w,w,14.06634947,b,e,s,s,w,p
3866,t,n,7.409706861,f,y,e,f,w,b,c,d,n,y,o,1.995631896,p,k,w,w,5.79396903,b,t,s,s,w,p
3867,t,e,4.122229992,f,f,e,f,w,b,c,d,n,v,o,5.4630627060000005,p,k,g,g,18.73540957,b,t,s,s,w,p
3868,f,w,9.544503517999999,x,f,p,f,u,n,w,d,c,v,o,12.03774727,p,k,w,w,12.85953331,b,e,s,s,w,p
3869,f,g,4.05528754,x,s,p,f,p,n,w,d,c,s,o,5.385411727999999,p,k,w,w,21.10071323,b,e,s,s,w,p
3870,t,e,10.12723836,x,y,e,f,p,b,c,d,n,v,o,8.288277769,p,k,p,p,16.80700565,b,t,s,s,w,p
3871,f,g,5.573670577000001,x,f,p,f,h,b,c,d,f,v,o,5.060885755,l,h,b,p,22.71996425,b,e,k,k,w,p
3872,f,g,10.33984772,x,f,p,f,p,n,c,d,c,v,o,13.74456834,p,n,w,w,16.32487072,b,e,s,s,w,p
3873,f,g,9.341645279,x,f,p,f,h,b,c,d,f,v,o,2.1227086369999997,l,h,n,p,16.36862033,b,e,k,k,w,p
3874,f,g,11.1206795,x,s,p,f,n,n,c,d,c,v,o,13.25789091,p,n,w,w,22.88267048,b,e,s,s,w,p
3875,t,g,1.216948698,x,f,e,f,w,b,c,d,n,v,o,7.832468972000001,p,k,p,g,20.54681696,b,t,s,s,w,p
3876,f,p,1.7391038509999999,x,f,p,f,u,n,c,d,c,s,o,12.49051252,p,k,w,w,22.4780037,b,e,s,s,w,p
3877,t,e,3.211387855,f,f,e,f,n,b,c,d,n,v,o,10.12180323,p,n,g,p,11.12704826,b,t,s,s,w,p
3878,f,p,7.55457535,x,s,p,f,n,n,c,d,c,v,o,4.735580726,p,k,w,w,19.59783492,b,e,s,s,w,p
3879,f,g,9.285504674,x,f,p,f,p,n,w,d,c,s,o,9.455916649,p,k,w,w,11.37666706,b,e,s,s,w,p
3880,t,e,9.925849826,f,y,e,f,p,b,c,d,n,y,o,4.012050863,p,k,g,g,17.54029461,b,t,s,s,w,p
3881,f,g,9.197435218999999,x,f,p,f,n,n,c,d,c,s,o,10.09521631,p,k,w,w,19.22719256,b,e,s,s,w,p
3882,f,g,12.36350651,x,s,p,f,n,n,w,d,c,v,o,6.898116462000001,p,k,w,w,21.61218584,b,e,s,s,w,p
3883,t,g,8.198329378,f,y,e,f,u,b,c,d,n,y,o,4.621516901000001,p,n,w,g,18.15365787,b,t,s,s,w,p
3884,t,n,5.519043661,f,y,e,f,u,b,c,d,n,y,o,5.140684506,p,n,g,w,5.331182822,b,t,s,s,w,p
3885,f,g,1.330254298,x,f,p,f,g,n,w,d,c,s,o,9.218846862000001,p,n,w,w,14.23374595,b,e,s,s,w,p
3886,t,e,5.827730813,f,f,e,f,p,b,c,d,n,v,o,14.292597800000001,p,k,w,g,12.97767569,b,t,s,s,w,p
3887,f,w,5.42986819,x,s,p,f,n,n,c,d,c,s,o,13.65742121,p,n,w,w,22.28785695,b,e,s,s,w,p
3888,t,n,8.928390693999999,f,y,e,f,w,b,c,d,n,v,o,1.96776392,p,k,g,g,6.109453541000001,b,t,s,s,w,p
3889,f,g,7.974309259,x,f,p,f,h,b,c,d,f,v,o,3.199040245,l,h,n,b,11.45996304,b,e,k,k,w,p
3890,f,g,7.677714329,f,y,p,f,g,b,c,g,f,y,o,13.62413463,l,h,b,b,9.315901365,b,e,k,k,w,p
3891,t,g,2.152565638,f,y,e,f,n,b,c,d,n,v,o,3.3832867639999997,p,k,p,g,11.17959455,b,t,s,s,w,p
3892,f,g,7.708186861000001,x,f,p,f,g,b,c,g,f,v,o,5.692531084,l,h,n,b,12.23193567,b,e,k,k,w,p
3893,t,g,8.671486802999999,f,y,e,f,p,b,c,d,n,v,o,11.42755594,p,n,g,w,19.46899215,b,t,s,s,w,p
3894,f,g,4.388942934,x,f,p,f,g,b,c,g,f,y,o,9.628247222999999,l,h,n,n,25.1840314,b,e,k,k,w,p
3895,f,g,4.466570263,f,f,p,f,p,b,c,p,f,y,o,9.875895281,l,h,n,p,21.6714863,b,e,k,k,w,p
3896,t,e,10.72865556,f,f,e,f,n,b,c,d,n,v,o,13.902758800000003,p,k,w,w,11.48824821,b,t,s,s,w,p
3897,t,g,9.861906672,f,f,e,f,w,b,c,d,n,v,o,12.97688959,p,k,g,g,13.77873059,b,t,s,s,w,p
3898,f,w,6.290143861000001,x,f,p,f,p,n,c,d,c,v,o,3.8436621939999998,p,n,w,w,13.62300885,b,e,s,s,w,p
3899,t,g,7.86472751,f,f,e,f,n,b,c,d,n,y,o,3.2347352839999997,p,n,w,w,3.2186587419999997,b,t,s,s,w,p
3900,f,g,5.105491464,x,f,p,f,p,b,c,p,f,y,o,7.556680469,l,h,b,p,2.8138093539999995,b,e,k,k,w,p
3901,f,y,4.9433370860000005,x,y,p,f,h,b,c,d,f,v,o,3.7006896489999996,l,h,n,b,6.530613364,b,e,k,k,w,p
3902,f,g,6.82558374,f,y,p,f,p,b,c,p,f,y,o,5.418511372999999,l,h,n,p,20.01727155,b,e,k,k,w,p
3903,f,y,8.677849061,x,f,p,f,p,b,c,g,f,v,o,7.457467097,l,h,p,b,23.81710085,b,e,k,k,w,p
3904,f,w,3.9779619439999996,x,f,p,f,g,n,w,d,c,v,o,9.028823207,p,n,w,w,10.00453224,b,e,s,s,w,p
3905,f,y,3.580337446,x,y,p,f,h,b,c,d,f,y,o,3.566144605,l,h,b,n,8.159729798999999,b,e,k,k,w,p
3906,f,y,12.96195792,x,y,p,f,g,b,c,d,f,v,o,13.949400099999998,l,h,b,p,20.95363892,b,e,k,k,w,p
3907,f,y,3.213798015,x,f,p,f,h,b,c,p,f,v,o,10.24839498,l,h,n,n,5.590276945,b,e,k,k,w,p
3908,f,y,10.08610712,f,f,p,f,h,b,c,d,f,v,o,6.013025487999999,l,h,p,n,5.4072958689999995,b,e,k,k,w,p
3909,f,y,6.707821718,f,f,p,f,g,b,c,d,f,y,o,11.6408212,l,h,n,n,13.90595366,b,e,k,k,w,p
3910,t,g,10.82138287,f,y,e,f,n,b,c,d,n,y,o,7.683716554,p,k,w,g,6.266377427,b,t,s,s,w,p
3911,f,g,1.615586155,x,y,p,f,g,b,c,g,f,y,o,14.51208154,l,h,b,n,17.48055933,b,e,k,k,w,p
3912,f,y,8.333410552,f,f,p,f,p,b,c,p,f,y,o,9.854152723,l,h,n,b,6.7250862289999995,b,e,k,k,w,p
3913,f,y,4.365246186,f,f,p,f,g,b,c,g,f,y,o,13.530485,l,h,p,b,15.67502021,b,e,k,k,w,p
3914,t,g,5.638532187000001,x,f,e,f,w,b,c,d,n,y,o,14.78828584,p,k,w,w,8.263401634,b,t,s,s,w,p
3915,t,n,2.6511023259999997,f,y,e,f,n,b,c,d,n,v,o,8.11738555,p,n,w,g,9.134569042,b,t,s,s,w,p
3916,t,e,5.950644897999999,f,y,e,f,n,b,c,d,n,v,o,10.88833792,p,n,w,p,20.68102587,b,t,s,s,w,p
3917,f,y,11.8451262,x,y,p,f,h,b,c,g,f,v,o,5.099284495,l,h,n,p,20.09252727,b,e,k,k,w,p
3918,f,g,8.647146222,f,y,p,f,g,b,c,g,f,v,o,13.57385047,l,h,b,b,5.364940364,b,e,k,k,w,p
3919,f,g,10.22268251,f,y,p,f,h,b,c,d,f,v,o,6.817995882999999,l,h,n,b,8.919898754,b,e,k,k,w,p
3920,t,e,1.370291432,f,y,e,f,w,b,c,d,n,y,o,8.140955936000001,p,k,p,w,13.46888361,b,t,s,s,w,p
3921,f,g,8.906986509,f,y,p,f,p,b,c,g,f,v,o,9.258338782000001,l,h,n,b,16.46290702,b,e,k,k,w,p
3922,t,e,4.661489395,f,f,e,f,n,b,c,d,n,v,o,8.556687562999999,p,k,g,w,18.22059255,b,t,s,s,w,p
3923,t,g,2.8803065360000004,f,f,e,f,p,b,c,d,n,v,o,1.452909728,p,k,g,w,4.68455097,b,t,s,s,w,p
3924,t,g,1.33474703,f,f,e,f,w,b,c,d,n,v,o,3.808001308,p,n,g,p,7.8067930379999995,b,t,s,s,w,p
3925,f,g,12.16989025,x,f,p,f,p,b,c,d,f,y,o,8.94549756,l,h,b,b,12.25963742,b,e,k,k,w,p
3926,f,y,7.207064347999999,x,y,p,f,p,b,c,g,f,y,o,13.46547246,l,h,b,b,6.5293489110000005,b,e,k,k,w,p
3927,f,y,1.512850408,f,f,p,f,h,b,c,g,f,y,o,3.8507254989999997,l,h,b,n,7.246717042999999,b,e,k,k,w,p
3928,t,e,11.58836926,f,y,e,f,p,b,c,d,n,v,o,13.082992599999999,p,n,g,p,21.67483047,b,t,s,s,w,p
3929,f,y,5.415788851,x,f,p,f,h,b,c,d,f,y,o,6.740444196,l,h,p,n,2.810526786,b,e,k,k,w,p
3930,f,g,6.621034075,f,y,p,f,h,b,c,p,f,y,o,6.1670655210000005,l,h,p,b,17.72969054,b,e,k,k,w,p
3931,f,y,9.050700181,f,f,p,f,g,b,c,g,f,v,o,10.10088509,l,h,p,p,13.68527521,b,e,k,k,w,p
3932,f,y,6.249813782,f,y,p,f,g,b,c,d,f,v,o,2.579133096,l,h,p,b,24.20725016,b,e,k,k,w,p
3933,f,g,11.62526861,x,y,p,f,p,b,c,p,f,y,o,10.515725300000001,l,h,n,n,9.123776959,b,e,k,k,w,p
3934,f,y,11.43348616,f,f,p,f,h,b,c,p,f,v,o,6.794046423999999,l,h,b,b,7.7549869970000005,b,e,k,k,w,p
3935,f,p,2.406908533,x,s,p,f,g,n,c,d,c,s,o,12.64792389,p,n,w,w,21.56502594,b,e,s,s,w,p
3936,f,y,6.52920712,x,y,p,f,p,b,c,g,f,v,o,6.943986299,l,h,n,n,19.85660292,b,e,k,k,w,p
3937,t,e,7.512902147,f,f,e,f,u,b,c,d,n,v,o,9.90237689,p,k,g,g,19.26572728,b,t,s,s,w,p
3938,t,e,1.870529462,f,y,e,f,n,b,c,d,n,y,o,2.102078778,p,k,g,p,4.0660174069999995,b,t,s,s,w,p
3939,f,p,9.993245838,x,f,p,f,n,n,c,d,c,v,o,6.753148554,p,n,w,w,9.262686282,b,e,s,s,w,p
3940,f,y,4.18266042,x,f,p,f,h,b,c,g,f,v,o,2.6441962709999998,l,h,b,b,23.73648527,b,e,k,k,w,p
3941,f,g,11.50613321,f,y,p,f,p,b,c,g,f,v,o,7.334467598,l,h,b,p,18.80151519,b,e,k,k,w,p
3942,t,g,3.267056067,x,y,e,f,p,b,c,d,n,y,o,13.26128442,p,k,w,p,6.344283218999999,b,t,s,s,w,p
3943,t,e,12.78225018,f,f,e,f,p,b,c,d,n,y,o,4.550053194,p,n,w,g,23.95488264,b,t,s,s,w,p
3944,f,g,2.764112331,f,y,p,f,p,b,c,d,f,v,o,3.413580048,l,h,b,b,6.868612386000001,b,e,k,k,w,p
3945,t,g,8.267523111000001,f,y,e,f,u,b,c,d,n,v,o,10.09154397,p,n,w,g,18.00875284,b,t,s,s,w,p
3946,f,y,5.264393049,x,f,p,f,g,b,c,d,f,v,o,12.5716341,l,h,n,p,23.36828512,b,e,k,k,w,p
3947,f,g,10.68031367,f,y,p,f,g,b,c,g,f,y,o,9.422938154,l,h,n,n,20.98859347,b,e,k,k,w,p
3948,t,e,9.38563453,f,f,e,f,p,b,c,d,n,v,o,6.237530805,p,n,g,g,17.6295246,b,t,s,s,w,p
3949,f,y,10.2518161,x,y,p,f,h,b,c,g,f,v,o,9.176914917000001,l,h,n,n,18.65032668,b,e,k,k,w,p
3950,f,y,2.779732169,f,f,p,f,g,b,c,g,f,y,o,13.39178669,l,h,n,b,24.87471514,b,e,k,k,w,p
3951,f,y,10.56583676,x,y,p,f,p,b,c,g,f,v,o,3.198289931,l,h,p,p,7.838819992,b,e,k,k,w,p
3952,f,g,5.406116445,f,f,p,f,g,b,c,g,f,y,o,6.595430684,l,h,p,b,4.626831222,b,e,k,k,w,p
3953,f,p,8.029607215,x,s,p,f,n,n,w,d,c,s,o,1.47409803,p,n,w,w,3.4142637989999995,b,e,s,s,w,p
3954,f,g,2.571826486,x,f,p,f,g,n,c,d,c,s,o,5.502311977000001,p,k,w,w,9.293805258999999,b,e,s,s,w,p
3955,f,g,10.01861069,x,y,p,f,g,b,c,p,f,v,o,5.186729455,l,h,b,p,16.47728643,b,e,k,k,w,p
3956,f,y,4.637276752,x,y,p,f,h,b,c,p,f,y,o,13.20310779,l,h,b,p,24.99084141,b,e,k,k,w,p
3957,f,g,2.725587472,f,f,p,f,h,b,c,d,f,v,o,10.27138362,l,h,p,n,8.15766043,b,e,k,k,w,p
3958,t,g,4.424092719,f,y,e,f,u,b,c,d,n,v,o,7.261071167000001,p,n,w,w,7.396099586,b,t,s,s,w,p
3959,t,g,6.953105396000001,x,s,p,f,w,b,c,u,f,v,o,11.46148512,p,h,w,w,4.22641047,b,t,f,s,w,p
3960,f,y,1.567671869,x,y,p,f,g,b,c,d,f,y,o,11.48790038,l,h,p,b,21.12429692,b,e,k,k,w,p
3961,t,g,4.841403125,f,f,e,f,w,b,c,d,n,v,o,12.11794873,p,k,p,p,20.46954298,b,t,s,s,w,p
3962,f,y,4.768659874,f,f,p,f,g,b,c,d,f,y,o,7.844270976000001,l,h,p,b,8.803134299,b,e,k,k,w,p
3963,f,g,10.58978357,x,y,p,f,h,b,c,p,f,y,o,4.659024349,l,h,b,b,17.76238749,b,e,k,k,w,p
3964,f,y,13.19320107,f,f,p,f,g,b,c,p,f,v,o,10.85339369,l,h,b,b,10.51715139,b,e,k,k,w,p
3965,f,g,13.03574593,x,y,p,f,h,b,c,g,f,y,o,2.23170659,l,h,b,n,11.68010756,b,e,k,k,w,p
3966,f,g,5.684692206,f,y,p,f,h,b,c,g,f,y,o,6.962912246,l,h,b,p,16.50339157,b,e,k,k,w,p
3967,f,y,12.76329576,f,y,p,f,h,b,c,p,f,y,o,8.122652808,l,h,n,b,17.13583868,b,e,k,k,w,p
3968,f,y,8.211424996,x,f,p,f,p,b,c,p,f,y,o,7.7060248829999995,l,h,p,n,2.590471117,b,e,k,k,w,p
3969,f,w,12.35382428,x,s,p,f,g,n,c,d,c,v,o,7.440279444,p,k,w,w,17.64551956,b,e,s,s,w,p
3970,f,g,4.644992289,x,y,p,f,g,b,c,p,f,v,o,11.78982686,l,h,b,n,22.06356749,b,e,k,k,w,p
3971,f,g,2.270857524,x,f,p,f,p,b,c,p,f,y,o,6.914368955,l,h,b,b,20.29204433,b,e,k,k,w,p
3972,t,n,2.4053175419999997,f,y,e,f,u,b,c,d,n,v,o,13.15608144,p,n,p,p,3.93326109,b,t,s,s,w,p
3973,t,g,4.647781369,f,f,e,f,w,b,c,d,n,v,o,13.76216904,p,k,p,w,8.020692808,b,t,s,s,w,p
3974,f,y,11.85373303,x,f,p,f,g,b,c,p,f,y,o,6.155889482999999,l,h,n,b,3.8303991510000004,b,e,k,k,w,p
3975,f,p,11.03689363,x,s,p,f,u,n,c,d,c,s,o,11.68376848,p,n,w,w,2.50059955,b,e,s,s,w,p
3976,f,g,5.364310578,f,f,p,f,p,b,c,g,f,v,o,6.979276702999999,l,h,n,n,24.416697699999997,b,e,k,k,w,p
3977,f,g,7.892492198999999,x,f,p,f,h,b,c,g,f,v,o,8.708283818,l,h,b,b,18.71334819,b,e,k,k,w,p
3978,f,w,13.09783513,x,s,p,f,u,n,c,d,c,v,o,3.648752239,p,k,w,w,11.78220926,b,e,s,s,w,p
3979,t,e,12.99377495,f,f,e,f,w,b,c,d,n,v,o,14.68575258,p,n,w,p,17.10461208,b,t,s,s,w,p
3980,f,g,2.4233689480000002,f,y,p,f,p,b,c,g,f,v,o,4.561075736,l,h,b,n,4.7342039069999995,b,e,k,k,w,p
3981,f,p,5.438832071,x,f,p,f,p,n,w,d,c,v,o,3.821129446,p,k,w,w,21.16976082,b,e,s,s,w,p
3982,t,w,5.8312061779999995,f,s,p,f,p,b,c,g,f,v,o,6.513200428999999,p,h,w,w,10.97792358,b,t,f,s,w,p
3983,f,y,9.077988643,x,y,p,f,p,b,c,p,f,v,o,8.868652758,l,h,n,n,11.55470952,b,e,k,k,w,p
3984,t,b,3.392404579,x,y,e,f,e,b,c,w,n,c,t,4.879685053999999,e,w,e,w,11.97127775,,e,s,s,w,p
3985,f,g,8.739732004,f,f,p,f,g,b,c,g,f,y,o,12.811433599999999,l,h,n,p,4.655908885,b,e,k,k,w,p
3986,f,g,10.98979903,x,f,p,f,p,b,c,g,f,y,o,12.73277805,l,h,p,n,9.691877915,b,e,k,k,w,p
3987,f,y,8.457039887999999,x,f,p,f,h,b,c,g,f,y,o,4.234402104,l,h,n,b,7.14126884,b,e,k,k,w,p
3988,f,y,2.30645371,f,f,p,f,h,b,c,g,f,y,o,1.8148871880000002,l,h,p,p,11.62868893,b,e,k,k,w,p
3989,t,g,3.08228411,f,f,e,f,u,b,c,d,n,y,o,1.922347681,p,n,p,g,21.65385887,b,t,s,s,w,p
3990,f,y,7.5635892039999995,x,f,p,f,h,b,c,d,f,v,o,4.920185749,l,h,p,p,19.28655873,b,e,k,k,w,p
3991,f,g,7.138327127,x,y,p,f,h,b,c,d,f,v,o,6.744166897,l,h,p,p,10.12272547,b,e,k,k,w,p
3992,f,g,4.005365663,f,f,p,f,p,b,c,g,f,y,o,14.05978576,l,h,n,n,17.62991429,b,e,k,k,w,p
3993,f,g,6.216756955,x,f,p,f,u,n,w,d,c,s,o,7.248332711000001,p,n,w,w,12.10829824,b,e,s,s,w,p
3994,f,g,8.959426371000001,x,f,p,f,u,n,c,d,c,v,o,5.485849558,p,n,w,w,20.47936817,b,e,s,s,w,p
3995,f,g,1.4827332480000002,x,y,p,f,p,b,c,g,f,v,o,11.21723564,l,h,p,n,19.89703393,b,e,k,k,w,p
3996,t,g,7.67430967,x,s,p,f,h,b,c,g,f,s,o,2.403862283,p,h,w,w,15.10142705,b,t,s,s,w,p
3997,f,g,10.58954806,x,y,p,f,h,b,c,g,f,v,o,5.896331253,l,h,p,b,6.256855165,b,e,k,k,w,p
3998,t,g,8.273079776,f,y,e,f,n,b,c,d,n,y,o,12.46586761,p,k,p,g,20.94673592,b,t,s,s,w,p
3999,f,y,9.583153222,f,f,p,f,p,b,c,d,f,v,o,14.25418529,l,h,b,b,13.88767659,b,e,k,k,w,p
4000,t,e,8.139629871,f,f,e,f,p,b,c,d,n,v,o,8.047653192,p,k,p,p,18.98803126,b,t,s,s,w,p
4001,f,g,9.47079004,f,y,p,f,p,b,c,p,f,y,o,12.93839489,l,h,p,b,19.52480578,b,e,k,k,w,p
4002,t,n,3.399584612,f,y,e,f,n,b,c,d,n,v,o,14.05712299,p,k,g,w,15.470781099999998,b,t,s,s,w,p
4003,t,e,8.384102712,f,f,e,f,w,b,c,d,n,y,o,7.954471497,p,k,g,p,21.91432256,b,t,s,s,w,p
4004,f,g,8.039591403,x,y,p,f,g,b,c,p,f,y,o,5.375704685,l,h,n,p,5.961548756,b,e,k,k,w,p
4005,f,g,11.37640058,x,y,p,f,h,b,c,d,f,y,o,11.64732113,l,h,b,p,13.218395800000001,b,e,k,k,w,p
4006,t,e,1.704217771,f,f,e,f,w,b,c,d,n,v,o,2.616088269,p,n,g,g,12.70607668,b,t,s,s,w,p
4007,f,g,10.43451003,f,f,p,f,p,b,c,p,f,v,o,4.839876905,l,h,b,b,12.15230604,b,e,k,k,w,p
4008,t,g,12.59995086,f,f,e,f,w,b,c,d,n,y,o,11.88690104,p,k,p,p,20.3015165,b,t,s,s,w,p
4009,t,e,3.0531990089999996,f,y,e,f,w,b,c,d,n,y,o,8.608858317000001,p,k,w,g,4.793765427,b,t,s,s,w,p
4010,t,e,9.986312887999999,f,y,e,f,w,b,c,d,n,v,o,13.34863077,p,n,g,g,17.80020754,b,t,s,s,w,p
4011,f,g,4.3537202960000005,f,f,p,f,g,b,c,p,f,y,o,2.6625483709999997,l,h,n,n,15.05547658,b,e,k,k,w,p
4012,t,e,5.024024922,x,f,e,f,u,b,c,d,n,v,o,13.21489278,p,k,g,p,10.01824044,b,t,s,s,w,p
4013,f,g,11.61702906,f,y,p,f,p,b,c,d,f,v,o,8.371321278,l,h,p,b,4.463850794,b,e,k,k,w,p
4014,f,y,12.26132769,x,y,p,f,p,b,c,p,f,v,o,3.6812685860000003,l,h,p,n,7.272307495,b,e,k,k,w,p
4015,f,y,8.008212967999999,f,y,p,f,p,b,c,d,f,v,o,11.80100773,l,h,b,b,19.31989151,b,e,k,k,w,p
4016,f,y,4.937476619,x,f,p,f,g,b,c,p,f,v,o,11.47399235,l,h,n,p,6.529980226,b,e,k,k,w,p
4017,f,y,5.335672457,x,y,p,f,p,b,c,d,f,v,o,9.362448353,l,h,n,n,8.045564789,b,e,k,k,w,p
